Column1;Season;Episode;Sentence;Name;N_serie;N_Season;Emision Date
296;Season 1;winter is coming;Thank you, ser Are you from my country?;daenerys;1;1;17/04/2011
297;Season 1;winter is coming;Ser Jorah Mormont of Bear Island I served your father for many years Gods be good, I hope to always serve the rightful king;jorah;1;1;17/04/2011
298;Season 1;winter is coming;Dragons’ eggs, Daenerys From the Shadow Lands beyond Asshai The ages have turned them to stone, but they will always be beautiful;illyrio;1;1;17/04/2011
299;Season 1;winter is coming;Thank you, Magister;daenerys;1;1;17/04/2011
300;Season 1;winter is coming;She’s beautiful Ser Jorah, I don’t know how to say thank you’ in Dothraki;daenerys;1;1;17/04/2011
301;Season 1;winter is coming;There is no word for thank you’ in Dothraki;jorah;1;1;17/04/2011
302;Season 1;winter is coming;Make him happy;viserys;1;1;17/04/2011
303;Season 1;winter is coming;No;khal drogo;1;1;17/04/2011
304;Season 1;winter is coming;Do you know the Common Tongue?;daenerys;1;1;17/04/2011
305;Season 1;winter is coming;No;khal drogo;1;1;17/04/2011
306;Season 1;winter is coming;Is no’ the only word that you know?;daenerys;1;1;17/04/2011
307;Season 1;winter is coming;No;khal drogo;1;1;17/04/2011
308;Season 1;winter is coming;Rough night, Imp?;sandor;1;1;17/04/2011
309;Season 1;winter is coming;If I get through this without squirting from one end or the other, it will be a miracle;tyrion;1;1;17/04/2011
310;Season 1;winter is coming;I didn’t pick you for a hunter;sandor;1;1;17/04/2011
311;Season 1;winter is coming;The greatest in the land My spear never misses;tyrion;1;1;17/04/2011
312;Season 1;winter is coming;It’s not hunting if you pay for it;sandor;1;1;17/04/2011
313;Season 1;winter is coming;Are you as good with a spear as you used to be?;robert;1;1;17/04/2011
314;Season 1;winter is coming;No, but I’m still better than you;ned;1;1;17/04/2011
315;Season 1;winter is coming;I know what I’m putting you through Thank you for saying yes I only ask you because I need you You’re a loyal friend You hear me? A loyal friend The last one I’ve got;robert;1;1;17/04/2011
316;Season 1;winter is coming;I hope I’ll serve you well;ned;1;1;17/04/2011
317;Season 1;winter is coming;You will And I’ll make sure you don’t look so fucking grim all the time Come on, boys, let’s go kill some boar;robert;1;1;17/04/2011
318;Season 1;winter is coming;Come on, you;bran;1;1;17/04/2011
319;Season 1;winter is coming;Stop STOP;cersei;1;1;17/04/2011
320;Season 1;winter is coming;Are you completely mad?;jaime;1;1;17/04/2011
321;Season 1;winter is coming;He saw us;cersei;1;1;17/04/2011
322;Season 1;winter is coming;It’s all right It’s all right;jaime;1;1;17/04/2011
323;Season 1;winter is coming;He saw us;cersei;1;1;17/04/2011
324;Season 1;winter is coming;I heard you the first time Quite the little climber, aren’t you? How old are you, boy?;jaime;1;1;17/04/2011
325;Season 1;winter is coming;Ten;bran;1;1;17/04/2011
326;Season 1;winter is coming;Ten;jaime;1;1;17/04/2011
327;Season 1;winter is coming;The things I do for love BLACKOUT;jaime;1;1;17/04/2011
328;Season 1;the kingsroad;You need to drink, child And eat;jorah;2;2;24/04/2011
329;Season 1;the kingsroad;Isnt there anything else?;daenerys;2;2;24/04/2011
330;Season 1;the kingsroad;The Dothraki have two things in abundance grass and horses People cant live on grass In the Shadow Lands beyond Asshai, they say there are fields of ghost grass with stalks as pale as milk that glow in the night It murders all other grass The Dothraki believe that one day it will cover everything Thats the way the world will end Itll get easier;jorah;2;2;24/04/2011
331;Season 1;the kingsroad;Khaleesi;doreah;2;2;24/04/2011
332;Season 1;the kingsroad;Your hands;irri;2;2;24/04/2011
333;Season 1;the kingsroad;Were still not far from Pentos, your Grace Magister Illyrio has extended his hospitality Youd be more comfortable there;jorah;2;2;24/04/2011
334;Season 1;the kingsroad;I have no interest in hospitality or comfort Ill stay with Drogo until he fulfils his end of the bargain and I have my crown;viserys;2;2;24/04/2011
335;Season 1;the kingsroad;As you wish, your Grace;jorah;2;2;24/04/2011
336;Season 1;the kingsroad;Well, Mormont, as brutish as this life is, I suppose it is preferable to beheading What did Ned Stark want you for? Buying from a slaver?;viserys;2;2;24/04/2011
337;Season 1;the kingsroad;Selling to one Some poachers I caught on my land;jorah;2;2;24/04/2011
338;Season 1;the kingsroad;Under my reign, you wont be punished for such nonsense You can rest assured of that -;viserys;2;2;24/04/2011
339;Season 1;the kingsroad;Better-looking bitches than youre used to, Uncle My mothers been looking for you We ride for Kings Landing today;joffrey;2;2;24/04/2011
340;Season 1;the kingsroad;Before you go, you will call on Lord and Lady Stark and offer your sympathies;tyrion;2;2;24/04/2011
341;Season 1;the kingsroad;What good will my sympathies do them?;joffrey;2;2;24/04/2011
342;Season 1;the kingsroad;None But it is expected of you Your absence has already been noted;tyrion;2;2;24/04/2011
343;Season 1;the kingsroad;The boy means nothing to me And I cant stand the wailing of women;joffrey;2;2;24/04/2011
344;Season 1;the kingsroad;One word and Ill hit you again;tyrion;2;2;24/04/2011
345;Season 1;the kingsroad;Im telling mother;joffrey;2;2;24/04/2011
346;Season 1;the kingsroad;Go! Tell her But first you will get to Lord and Lady Stark and you will fall on your knees in front of them and tell them how very sorry you are, that you are at their service, and that all your prayers are with them Do you understand?;tyrion;2;2;24/04/2011
347;Season 1;the kingsroad;You cant.;joffrey;2;2;24/04/2011
348;Season 1;the kingsroad;Do you understand?;tyrion;2;2;24/04/2011
349;Season 1;the kingsroad;The Prince will remember that, little lord;sandor clegane;2;2;24/04/2011
350;Season 1;the kingsroad;I hope so If he forgets, be a good dog and remind him Time for breakfast.;tyrion;2;2;24/04/2011
351;Season 1;the kingsroad;Bread And two of those little fish And a mug of dark beer to wash it down And bacon, burnt black;tyrion;2;2;24/04/2011
352;Season 1;the kingsroad;Little brother;jaime;2;2;24/04/2011
353;Season 1;the kingsroad;Beloved siblings;tyrion;2;2;24/04/2011
354;Season 1;the kingsroad;Is Bran going to die?;myrcella;2;2;24/04/2011
355;Season 1;the kingsroad;Apparently not;tyrion;2;2;24/04/2011
356;Season 1;the kingsroad;What do you mean?;cersei;2;2;24/04/2011
357;Season 1;the kingsroad;The Maester says the boy may live;tyrion;2;2;24/04/2011
358;Season 1;the kingsroad;Its no mercy, letting a child linger in such pain;cersei;2;2;24/04/2011
359;Season 1;the kingsroad;Only the gods know for certain All the rest of us can do is pray The charms of the north seem entirely lost on you;tyrion;2;2;24/04/2011
360;Season 1;the kingsroad;I still cant believe youre going Its ridiculous even for you;cersei;2;2;24/04/2011
361;Season 1;the kingsroad;Wheres your sense of wonder? The greatest structure ever built, the intrepid men of the Nights Watch, the wintry abode of the White Walkers;tyrion;2;2;24/04/2011
362;Season 1;the kingsroad;Tell me youre not thinking of taking the black;jaime;2;2;24/04/2011
363;Season 1;the kingsroad;And go celibate? The whores would go begging from Dorne to Casterly Rock I just want to stand on top of the Wall and piss off the edge of the world;tyrion;2;2;24/04/2011
364;Season 1;the kingsroad;The children dont need to hear your filth Come;cersei;2;2;24/04/2011
365;Season 1;the kingsroad;Even if the boy lives, hell be a cripple, a grotesque Give me a good clean death any day;jaime;2;2;24/04/2011
366;Season 1;the kingsroad;Speaking for the grotesques, Id have to disagree Death is so final, whereas life Life is full of possibilities I hope the boy does wake Id be very interested to hear what he has to say;tyrion;2;2;24/04/2011
367;Season 1;the kingsroad;My dear brother, there are times you make me wonder whose side youre on;jaime;2;2;24/04/2011
368;Season 1;the kingsroad;My dear brother, you wound me You know how much I love my family -;tyrion;2;2;24/04/2011
369;Season 1;the kingsroad;Please;cersei;2;2;24/04/2011
370;Season 1;the kingsroad;I would have dressed, your Grace;catelyn;2;2;24/04/2011
371;Season 1;the kingsroad;This is your home Im your guest Handsome one, isnt he? I lost my first boy, a little black-haired beauty He was a fighter too Tried to beat the fever that took him Forgive me Its the last thing you need to hear right now;cersei;2;2;24/04/2011
372;Season 1;the kingsroad;I never knew;catelyn;2;2;24/04/2011
373;Season 1;the kingsroad;It was years ago Robert was crazed, beat his hands bloody on the wall, all the things men do to show you how much they care The boy looked just like him Such a little thing A bird without feathers They came to take his body away and Robert held me I screamed and I battled, but he held me That little bundle They took him away and I never saw him again Never have visited the crypt, never I pray to the Mother every morning and night that she return your child to you;cersei;2;2;24/04/2011
374;Season 1;the kingsroad;I am grateful;catelyn;2;2;24/04/2011
375;Season 1;the kingsroad;Perhaps this time shell listen -;cersei;2;2;24/04/2011
376;Season 1;the kingsroad;A sword for the wall?;jaime;2;2;24/04/2011
377;Season 1;the kingsroad;I already have one;jon;2;2;24/04/2011
378;Season 1;the kingsroad;Good man Have you swung it yet?;jaime;2;2;24/04/2011
379;Season 1;the kingsroad;Of course I have;jon;2;2;24/04/2011
380;Season 1;the kingsroad;At someone, I mean Its a strange thing, the first time you cut a man You realize were nothing but sacks of meat and blood and some bone to keep it all standing Let me thank you ahead of time for guarding us all from the perils beyond the Wall Wildlings and White Walkers and whatnot Were grateful to have good, strong men like you protecting us;jaime;2;2;24/04/2011
381;Season 1;the kingsroad;Weve guarded the Kingdoms for 8 000 years;jon;2;2;24/04/2011
382;Season 1;the kingsroad;Is it we already? Have you taken your vows then?;jaime;2;2;24/04/2011
383;Season 1;the kingsroad;Soon enough;jon;2;2;24/04/2011
384;Season 1;the kingsroad;Give my regards to the Nights Watch Im sure it will be thrilling to serve in such an elite force And if not, Its only for life -;jaime;2;2;24/04/2011
385;Season 1;the kingsroad;Thank you, Nymeria Septa Mordane says I have to do it again My things werent properly folded , she says Who cares how theyre folded?! Theyre going to get all messed up anyway;arya;2;2;24/04/2011
386;Season 1;the kingsroad;Its good youve got help;jon;2;2;24/04/2011
387;Season 1;the kingsroad;Watch Nymeria, gloves;arya;2;2;24/04/2011
388;Season 1;the kingsroad;Impressive;jon;2;2;24/04/2011
389;Season 1;the kingsroad;Shut up Nymeria, gloves;arya;2;2;24/04/2011
390;Season 1;the kingsroad;I have something for you And it has to be packed very carefully;jon;2;2;24/04/2011
391;Season 1;the kingsroad;A present?;arya;2;2;24/04/2011
392;Season 1;the kingsroad;Close the door This is no toy Be careful you dont cut yourself;jon;2;2;24/04/2011
393;Season 1;the kingsroad;Its so skinny;arya;2;2;24/04/2011
394;Season 1;the kingsroad;So are you I had the blacksmith make it for you special It wont hack a mans head off, but it can poke him full of holes if youre quick enough;jon;2;2;24/04/2011
395;Season 1;the kingsroad;I can be quick;arya;2;2;24/04/2011
396;Season 1;the kingsroad;Youll have to work at it every day How does it feel? Do you like the balance?;jon;2;2;24/04/2011
397;Season 1;the kingsroad;I think so;arya;2;2;24/04/2011
398;Season 1;the kingsroad;First lesson Stick them with the pointy end;jon;2;2;24/04/2011
399;Season 1;the kingsroad;I know which end to use;arya;2;2;24/04/2011
400;Season 1;the kingsroad;Im going to miss you Careful All the best swords have names, you know;jon;2;2;24/04/2011
401;Season 1;the kingsroad;Sansa can keep her sewing needles Ive got a needle of my own -;arya;2;2;24/04/2011
402;Season 1;the kingsroad;I came to say goodbye to Bran;jon;2;2;24/04/2011
403;Season 1;the kingsroad;Youve said it;catelyn;2;2;24/04/2011
404;Season 1;the kingsroad;I wish I could be here when you wake up Im going north with Uncle Benjen Im taking the black I know we always talked about seeing the Wall together, but youll be able to come visit me at Castle Black when youre better Ill know my way around by then Ill be a sworn brother of the Nights Watch We can go out walking beyond the Wall, if youre not afraid;jon;2;2;24/04/2011
405;Season 1;the kingsroad;I want you to leave;catelyn;2;2;24/04/2011
406;Season 1;the kingsroad;17 years ago you rode off with Robert Baratheon You came back a year later with another womans son And now youre leaving again;catelyn;2;2;24/04/2011
407;Season 1;the kingsroad;I have no choice;ned;2;2;24/04/2011
408;Season 1;the kingsroad;Thats what men always say when honor calls Thats what you tell your families, tell yourselves You do have a choice And youve made it I cant do it, Ned I really cant;catelyn;2;2;24/04/2011
409;Season 1;the kingsroad;You can You must -;ned;2;2;24/04/2011
410;Season 1;the kingsroad;Youve said goodbye to Bran? Hes not going to die I know it;robb;2;2;24/04/2011
411;Season 1;the kingsroad;You Starks are hard to kill;jon;2;2;24/04/2011
412;Season 1;the kingsroad;My mother?;robb;2;2;24/04/2011
413;Season 1;the kingsroad;She was very kind;jon;2;2;24/04/2011
414;Season 1;the kingsroad;Good Next time I see you, youll be all in black;robb;2;2;24/04/2011
415;Season 1;the kingsroad;It was always my color;jon;2;2;24/04/2011
416;Season 1;the kingsroad;Farewell, Snow;robb;2;2;24/04/2011
417;Season 1;the kingsroad;And you, Stark -;jon;2;2;24/04/2011
418;Season 1;the kingsroad;Theres great honor serving in the Nights Watch The Starks have manned the Wall for thousands of years And you are a Stark You might not have my name, but you have my blood;ned;2;2;24/04/2011
419;Season 1;the kingsroad;Is my mother alive? Does she know about me? Where I am, where Im going? Does she care?;jon;2;2;24/04/2011
